id_property,date_scrape,property_name,date_post,date_update,area_m2,price_eur,rooms,heating,parking,furniture,details,description,location
NkDu6RSb24j,2023-08-09,"#44573, Izdavanje, Stan, VOZDOVAC, 1500 EUR",07.12.2022,27.04.2023,50,1500,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 50 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 1,"Lep stan, apartmantskog tipa, smesten u mirnoj ulici na Vozdovcu. Lokacija dobro povezana linijama gradskog saobracaja sa ostalim delovima grada. Zgrada je novogradnja sa video nadzorom i obezbedjenjem, a stan je smesten na prvom spratu. Cine ga antre odakle se ulazi u dnevni boravak u okviru koga je trpezarijski deo i kuhinja sa potrebnim ugradnim elementima. U drugom delu stana je spavaca soba i kupatilo sa tus kabinom. Enterijer je nov sa modernim namestajem, ugradnom tehnikom i osvetljenjem. Idealno za samca ili par.","Srbija, Grad Beograd, Beograd, Vozdovac"
Nkao3_sHxqZ,2023-08-09,"#28024, Izdavanje, Stan, HRAM SVETOG SAVE, 2000 EUR",07.12.2022,27.04.2023,173,2000,4.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 173 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 4 Broj kupatila: 4 Spratnost: 3,"Zgrada na odlicnoj lokaciji, u mirnom okruzenju, ispod Cuburskog parka. Ovaj kraj je idelan za miran porodicni zivot. Pesacka udaljenost od Kalenic pijace, sa svojim raznovrsnim sadrzajima, doprinosi maksimalnoj udobnosti ove lokacije. Saobracajna povezanost sa svim delovima grada je odlicna. Stan obuhvata poslednja dva sprata male zgrade novije gradnje. Fasada jarke boje se izdvaja u okruzenju. Stan je vrlo komforan dupleks sa predivnom terasom povrsine 30 m2 sa koje se pruza pogled na Dedinje. Raspored prostorija u stanu je klasican i funkcionalan. Na donjem nivou se nalazi komforan dnevni boravak sa velikim kaminom, otvorena trpezarija, i mala kuhinja u drvetu, opremljena tehnikom. Na spratu su tri spavace sobe pristojne velicine sa prostorom za plakare i krevete. Stan raspolaze sa tri i po kupatila, sto je pogodnost u odnosu na broj spavacih soba. Kupatila su opremljena kadama. Namestaj u stanu prestavlja miks razlicitih stilova. Terasa je opremljena garniturom za sedenje, a poseduje i rostilj i predstavlja lep dodatak komforu stanovanja.","Srbija, Grad Beograd, Beograd, Vracar (Hram)"
1903566,2023-08-09,"#33119, Izdavanje, Stan, VUKOV SPOMENIK, 1000 EUR",11.01.2019,27.04.2023,67,1000,3.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 67 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Broj kupatila: 2 Spratnost: -1,"Odlican stan na visokom prizemlju novije zgrade atraktivne fasade. Nalazi se u blizini Bulevara kralja Aleksandra, opstine Zvezdara i Vukovog spomenika, a lokacija je vrlo dobro povezana sa uzim centrom grada. Ulica je mirna, zona 3 za parking, sa dovoljno mesta. Zgrada je jedna od najkvalitetnijih u kraju. Kamena fasada, mermerni ulaz, alu stolarija i parking mesto u garazi zgrade su neke od prednosti. Stan se sastoji od ulaznog dela, koji vodi u dnevni boravak sa trpezarijom iz jedne celine, dok je kuhinja malo izdvojena. Mali hodnik vodi do spavaceg bloka gde su dve sobe i kupatilo sa djakuzi kadom. Glavna spavaca soba ima svoj garderober. Spavaca soba i dnevni boravak imaju izlaz na terasu. Moderan enterijer je upotpunjen led rasvetom u svim sobama. Vrlo udoban za zivot para ili manje porodice.","Srbija, Grad Beograd, Beograd, Bulevar Kr. Aleksandra"
NkLUF97oeRG,2023-08-09,"*44662, Izdavanje, Stan, DEDINJE, 3000 EUR",07.12.2022,17.05.2023,200,3000,6.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Petosoban+ stan Kvadratura: 200 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 6 Broj kupatila: 3 Spratnost: 1,"Odlican stan, smesten u rezidencijalnoj, porodicnoj kuci u tihoj ulici u mirnom delu Dedinja, na potezu izmedju Indijske ambasade i ambasade Sjedinjenih Americkih Dr ava. Kuca je sme tena na placu od 10 ari, sa uredjenim dvori tem, travnjakom,  ivom ogradom i cetinarima, a stan je smesten na prvom spratu. Prostire se na dva nivoa. Na prvom nivou se nalazi komforan dnevni boravak sa kaminom, trpezarija, kuhinja i terasa koja gleda ka ulici. U ovom delu se nalaze i tri spavace sobe i dva kupatila, jedno sa kadom a drugo sa tus kabinom. Stepenice vode ka potkrovlju gde se nalazi veci dnevni boravak sa izlazom na terasu, kuhinja sa trpezarijskim delom, prazna prostorija pod kosinama koja moze biti radni deo i jos jedno kupatilo sa djakuzi kadom. Enterijer je opremljen novijim namestajem modernog i klasicnog dizajna, kvalitetnom stolarijom, parketom, bravarijo i osvetljenjem, kao i modernom ugradnom tehnikom. U dvoristu je obezbedjeno parking mesto. Idealan za porodicne ljude.","Srbija, Grad Beograd, Beograd, Dedinje (RTV Pink)"
NktLX0NqV-6,2023-08-09,"#41718, Izdavanje, Stan, WEST 65, 4000 EUR",12.01.2021,27.04.2023,205,4000,3.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 205 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Broj kupatila: 3 Spratnost: 6,"Atraktivan stan, smesten u okviru ekskluzivnog kompleksa West 65. Smesten na odlicnoj lokaciji, u neposrednoj blizini Airport City poslovnog kompleksa, nedaleko od Delta City trznog centra. Odlicna povezanost sa glavnim saobracajnicama omogucava lak pristup centru grada, aerodromu i ostalim delovima grada. Kompleks je modernog dizajna, u kombinaciji sa stilizovanim i drvenim detaljima predstavlja pravo arhitektonsko osvezenje na Novom Beogradu. Objekat poseduje decije igraliste,lepo uredjen prostor ispred zgrade,fizicko i tehnicko obezbedjenje 24/7. Strukturu stana cini dugacak ulazni deo, koji vodi u prostrani dnevni boravak sa trpezarijom i otvorenom kuhinjom, koji izlazi na prelepu treasu koja zauzima 70m2. Spavaci blok raspolaze sa dve spavace sobe, a stan poseduje dva kupatila i gostinjski toalet. Enterijer je luksuzan, opremljen veoma kvalitetnim komadima namestaja i vrhunskom tehnikom. Za buduceg zakupca je obezbedjena su 2 parking mesta u garaznom prostoru zgrade.","Srbija, Grad Beograd, Beograd, Novi Beograd"
NkVzAKELhxz,2023-08-09,"Savski venac, Beograd na vodi, Bulevar Vudroa Vilsona , 4.0, 90.00m2, 2500 EUR",07.12.2022,09.08.2023,90,2500,4.0,Centralno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 90 m² Stanje nekretnine: Novogradnja Ukupan broj soba: 4 Spratnost: 13 Ukupan brој spratova: 22,"Luksuzno sredjen stan sa panoramskim pogledom, koji je u prestiznom kompleksu Beograd Na Vodi. Sastoji se od velikog ulaznog hodnika u kom se nalazi prvo kupatilo sa tus kadom, nastavlja se na dnevnu sobu sa kompletno opremljenom kuhinjom i izlazom na terasu. Drugo kupatilo je opremljeno kadom i nalazi se u odvojenom spavacem bloku koji ima tri sobe. Dve sobe su orijentisane ka reci a treca ka Kalemegdanu. U stanu postoji odvojen deo za veseraj kao i veliki broj ugradnih ormara. Stan je kompletno luksuzno opremljen, Dnevna soba je opremljena vrhunskom koznom garniturom Natuzzi, ambijentalnim osvetljenjem, dok je u kuhinji je bela tehnika marke Bosch. Stan je trostrano orijentisan, dok se sa terase pruza pogled jednim delom ka reci a drugim ka starom delu grada i upotpunjuje sliku grada koja Vas nece ostaviti ravnodusnim. Stanu pripada garazno mesto.   GREJANJE - CG, sprat 13/22, LIFT, TERASA, GARAZA, NOVOGRADNJA, INTERFON, VIDEO NADZOR ID oglasa: 42219.","Srbija, Grad Beograd, Beograd, Beograd na vodi, Bulevar Vudroa Vilsona"
NkRLObNPNt0,2023-08-09,"Blok 63, Sun city, 2.5 novogradnja,garaza, id 4533",07.12.2022,07.12.2022,65,1800,3.0,Centralno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 65 m² Stanje nekretnine: Novogradnja Ukupan broj soba: 3 Broj kupatila: 2 Spratnost: 7 Ukupan broj spratova: 7,Namesten stan sa dve spavace sobe u novogradnji Sun city u bloku 63. Garazno mesto.,"Srbija, Grad Beograd, Beograd, Novi Beograd Blok 63"
Nk5o4DOXdCL,2023-08-09,"Pjarona de Mondezira , stan sa garazom, useljiv, Pjarona de Mondezira",07.12.2022,09.08.2023,86,1500,3.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 86 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Spratnost: 5 Ukupan brој spratova: 7,"Pjarona de Mondezira , stan sa garaznim boksom, useljiv odmah. Srtan ima dve spavace sobe+garderober sobu, dnevna soba sa trpezarijom gleda na Kaelmegdan.  ID: 9498 Aleksandar Jovanovic  062240144 Provizija za Zakupca 50% R-ID: #1498","Srbija, Grad Beograd, Beograd, Kalemegdan, Pjarona de Mondezira"
Nk26koiBRlH,2023-08-09,"IZDAVANJE, CETVOROSOBAN STAN, BEOGRAD NA VODI, ARCADIA",06.12.2022,09.08.2023,120,3300,4.0,Centralno,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 120 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 4 Spratnost: 21 Ukupan brој spratova: 23,"Izdajemo predivan, svetao, prostran i stilski opremljen stan u jednoj od najlepsih zgrada u Beogradu na vodi, BW - Arcadia. Pored predivne dnevne sobe sa izlazom na veliku terasu, u stanu ima i tri spavace sobe. Jedna spavaca soba je master i takodje ima izlaz na zasebnu terasu sa pogledom na Kulu Beograd i reku, i kompletno je opremljena, a druge dve mogu biti opremljene u zavisnosti od potreba buduceg Zakupca. Stan poseduje i dva parking mesta koja se po potrebi izdaju uz doplatu od 100 e po parking mestu. Za sve dodatne informacije stojimo Vam na raspolaganju. Ulazni deo, dnevna soba sa trpezarijom, kuhinja, master spavaca soba, dve sobe (radna, decija...), dva kupatila, jedan toalet, dve terase.Jovana Milic","Srbija, Grad Beograd, Beograd, Beograd na vodi, BELGRADE WATERFRONT - BW ARCADIA"
NklIRYVlV7r,2023-08-09,"51m2, BLOK 63 , stan",05.12.2022,09.08.2023,51,800,2.0,Centralno,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 51 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Spratnost: Prizemlje Ukupan brој spratova: 4,"Odlican, kompletno namesten stan u novijoj zgradi. Dobro povezan sa svim delovima grada. Useljiv. Za ozbiljne zakupce na duze. Obavezan depozit u visini jedne mesecne zakupnine. Agent: Lepa  060/3131601 Agencijska provizija 50% od prve mesecne zakupnine. Prikaz na mapi je informativnog karaktera  prostorije","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 63, GANDIJEVA"
Nk5Vi6ag-ne,2023-08-09,"Savski venac, Dedinje, Uzicka, 160m2, Uzicka",21.12.2020,09.08.2023,160,2500,5.0,Etazno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Petosoban+ stan Kvadratura: 160 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Ukupan broj soba: 5 Ukupan brој spratova: 1,"Savski venac, Dedinje, Uzicka, 160m2 ------------------------------------------------ 160m2, 5.0, vp, EG, terasa, garaza, parking, telefon, renoviran  U vili iz 1938. godine, na visokom prizemlju, luksuzan, prazan petosoban stan, salonac, pogodan za stanovanje ili poslovni protor.  Predivno dvoriste u zelenilu na 11 ari.  Garaza za dva automobila.  Dva kupatila. Predivna terasa.  Parket visokog kvaliteta, granitna keramika, dva ulaza.  Grejanje je na gas, a ima i 3 inverter klime.  Aktuelno je izdat kao kancelarijski prostor i slobodan je od 1. januara 2023.  BG POSREDNIK NEKRETNINE DOO BEOGRAD Agent kontakt telefon 0644273278 Posrednicka provizija se naplacuje u skaldu sa Opstim uslovima poslovanja i cenovnikom. R-ID: #2452","Srbija, Grad Beograd, Beograd, Dedinje (Beli dvor), Uzicka"
Nkh6LrDKDGm,2023-08-09,"CENTAR, Zira - 5.0 dupleks",23.10.2022,23.10.2022,250,3500,5.0,Centralno,Ne,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Petosoban+ stan Kvadratura: 250 m² Opremljenost nekretnine: Namesten sa uredjajima Pozicija: Centar Ukupan broj soba: 5 Spratnost: 2,"Donji nivo: veliki dnevni boravak sa trpezarijskim delom, kuhinja, tri spavace sobe, kupatilo sa kadom i tus kabinom, terasa, toalet.","Srbija, Grad Beograd, Beograd, Zira, Milana Tankosica"
NkPYVR7ZFnR,2023-08-09,"Izdavanje stana sa garazom, Mirijevo-Beograd",05.12.2022,23.12.2022,45,700,3.0,Etazno,Da,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 45 m² Stanje nekretnine: Lux Opremljenost nekretnine: Namesten sa uredjajima Ukupan broj soba: 3 Broj kupatila: 1 Spratnost: 2 Ukupan broj spratova: 8,"Stan sadrzi: hodnik, dve spavace sobe, dnevni boravak, trpezariju sa kuhinjom, terasu.","Srbija, Grad Beograd, Beograd, Mirijevo I, Dragoslava Srejovica"
NkbNHrnnN6z,2023-08-09,Moderan  2.0 / garaza - BELVIL,04.12.2022,12.03.2023,42,800,2.0,Centralno,Da,Standardno namesten,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 42 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Opremljenost nekretnine: Standardno namesten Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 8,Moderan 2.0 stan u Belvilu sa garaznim mestom.,"Srbija, Grad Beograd, Beograd, Novi Beograd Blok 67 (Belvil), JURIJA GAGARINA"
NkE9FFnRGPj,2023-08-09,"BEO MALL, Krizaniceva, novogradnja, garaza, Krizaniceva",04.12.2022,09.08.2023,100,1500,4.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 100 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Ukupan broj soba: 4 Spratnost: 4 Ukupan brој spratova: 5,"U neposrednoj blizini BEO Shooping Centra, nalazi se ovaj odlican dupleks, suncan i svetao, sa velikom terasom i garaznim mestom. Strukturno, stan ima 3 spavace sobe, dnevnu sobu, dva kupatila. Odmah useljiv.  ID: 9497 Dragica Mrkobrad   0638269709 Provizija za Zakupca 50% R-ID: #1497","Srbija, Grad Beograd, Beograd, Denkova basta, Krizaniceva"
NkAlPxo7jKB,2023-08-09,"Glamurozan, savremen, jedinstven / novogradnja/ garaza - Kalenic",03.12.2022,12.03.2023,209,2350,3.0,Centralno,Da,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 209 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Opremljenost nekretnine: Iznad standarda Ukupan broj soba: 3 Broj kupatila: 2 Spratnost: 4,"Impresivna kvadratura, ali i kubatura stana. Visoki stakleni zidovi uokviruju prostor otvorenog plana i eklekticnog dekora, pa je atmosfera nalik na onu u lobiju nekog skupog unikatnog hotela. Autor enterijera je iskombinovao elemente nekoliko era i stilova, od estetike 70-ih, preko modernih formi, sve do koncepta holivudskog glamura iz 30-ih, koji se narocito ogleda u dizajnu kupatila. Zivopisan i smeo stan, koji ceka bas takve stanare.","Srbija, Grad Beograd, Beograd, Kalenic pijaca"
NkN4mucW_8W,2023-08-09,Izdavanje luksuznih stanova na Vracaru/ 4.0/ SAUNA - Kalenic,03.12.2022,12.03.2023,270,3000,4.0,Centralno,Da,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 270 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Opremljenost nekretnine: Iznad standarda Ukupan broj soba: 4 Broj kupatila: 3 Spratnost: 4,квартиры в аренду в Белграде,"Srbija, Grad Beograd, Beograd, Kalenic pijaca"
NkhvF2AbAVb,2023-08-09,"Vozdovac, kompletno renoviran, odlican, garaza!, Boze Jankovica",03.12.2022,09.08.2023,77,1400,3.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 77 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Spratnost: 1 Ukupan brој spratova: 3,"Vozdovac, kompletno renoviran, odlican, garaza, odmah useljiv. Dve spavace sobe, veliki garderober, garazni boks+parking ispred boksa, nov namestaj.  ID: 9494 Aleksandar Jovanovic   062240144 Provizija za Zakupca 50% R-ID: #1494","Srbija, Grad Beograd, Beograd, Autokomanda, Boze Jankovica"
NkVkVsO3mGS,2023-08-09,"Lux nov 2.0 stan od 53m2, Bw Metropoliten",03.12.2022,09.08.2023,53,1500,2.0,Centralno,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 53 m² Stanje nekretnine: Novogradnja Ukupan broj soba: 2 Spratnost: 11 Ukupan brој spratova: 17,"Dvosoban stan od 53m2 u novoizgradjenoj luksuznoj stambenoj zgradi Metropoliten B na 11. spratu.  Sastoji se od dnevnog boravka, kuhinje sa trpezarijom, spavace sobe, terase i kupatila. Stan je potpuno nov, kompletno namesten. Kuhinja je opremljena najmodernijim kuhinjskim elementima. Garazno mesto je moguce iznajmiti uz doplatu.   Za svaku preporuku.   Agencijska provizija iznosi  50% od prve mesecne zakupnine. Agencija Benefit nekretnine - agent Jelena R-ID: #796","Srbija, Grad Beograd, Beograd, Beograd na vodi"
NkcTwUeQvJX,2023-08-09,"Vozdovacka crkva, Vojvode Stepe",01.12.2022,09.08.2023,110,700,4.0,Centralno,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 110 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Ukupan broj soba: 4 Spratnost: 8 Ukupan brој spratova: 22,"OPIS NEKRETNINE: Odlican, namesten cetvoroiposoban stan u srcu Vozdovca, u blizini svih infrastrukturnih objekata potrebnih za zivot. Dvostrano orijentisan. Poseduje dve izuzetne velike zastakljene terase. Vredi pogledati. PROSTORIJE: predsoblje, dnevni boravak, trpezarija, kuhinja, tri spavace sobe, ostava, dva mokra cvora, dve terase. Agencijska provizija u skladu sa opstim uslovima poslovanja preduzeca.","Srbija, Grad Beograd, Beograd, Vozdovac, Vojvode Stepe"
NkH83RLF9v-,2023-08-09,Novi Beograd Nehruova Blok 62 ID#1016,01.12.2022,09.08.2023,66,700,2.0,Centralno,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 66 m² Godina izgradnje: 1985 Stanje nekretnine: Izvorno stanje Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 12 Ukupan brој spratova: 13,Odlican stan kompletno namesten u mirnom delu bloka.Stan se izdaje na duzi vremenski period. agencijska provizija 50%,"Srbija, Grad Beograd, Beograd, Novi Beograd Blok 62, Nehruova"
NkKXel1xImn,2023-08-09,Novi Beograd Paviljoni ID#91014,01.12.2022,09.08.2023,90,1000,4.0,Centralno,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 90 m² Stanje nekretnine: Izvorno stanje Ukupan broj soba: 4 Broj kupatila: 1 Spratnost: 6 Ukupan brој spratova: 6,Izdaje se 4.0 stan u mirnom kraju Novog Beograda.Stan ima dva kupatila.Zgrada bez lifta.Izdaje se na duzi vremenski period.Obavezan depozit. agencijska provizija 50%,"Srbija, Grad Beograd, Beograd, Novi Beograd Blok 7 (Paviljoni), Luja Adamica"
Nk1DVuIqttW,2023-08-09,"#44632, Izdavanje, Stan, CRVENI KRST, 900 EUR",01.12.2022,27.04.2023,59,900,3.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 59 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Broj kupatila: 1 Spratnost: 4,"Lep stan smesten u mirnoj ulici, u neposrednoj blizini trgovacke zone Bulevara kralja Aleksandra. Smesten je na cetvrtom spratu lepo odzavane zgrade starije gradnje, sa liftom. Stan je nesto ranije renoviran kompletno i u dobrom je stanju. Moderan enterijer i dobar raspored. Poseduje vrlo lepu, potpuno opremljenu kuhinju sa ostavom, koja je povezana sa dnevnim boravkom. Dnevni boravak je u celini sa trpezarijom i ima izlaz na malu terasu. Decijoj sobi se pristupa iz dnevnog boravka. Spavaca soba je prostrana, sa bracnim krevetom i velikim garderoberima. Kupatilo novije, moderno sa tus kabinom. Stan poseduje PVC stolariju, odlican parket i keramiku, vrlo je svetao i udoban. Pogodan za porodicu ili par. U dvoristu zgrade, na raspolaganju je jedno parking mesto.","Srbija, Grad Beograd, Beograd, Vracar (Centar)"
NkJTCwzH3wn,2023-08-09,"*43595, Izdavanje, Stan, SLAVIJA, 1500 EUR",01.12.2022,27.04.2023,100,1500,3.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 100 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Broj kupatila: 2 Spratnost: 5,"Stan na odlicnoj lokaciji, u neposrednoj blizini trga Slavija. Smesten je na petom spratu zgrade novije gradnje, sa liftom. Prostran, komforan, namesten novijim namestajem. Sastoji se od dve spavace sobe sa bracnim krevetima. Dnevni boravak je u celini sa trpezarijom i kuhinjom koja je odvojena sankom. Poseduje dva mokra cvora od kojih je jedno kupatilo. Stan je kompletno namesten. Pogodno za porodicu.","Srbija, Grad Beograd, Beograd, Vracar (Hram)"
Nka3FBjVmcI,2023-08-09,"#44637, Izdavanje, Stan, TRG REPUBLIKE, 1000 EUR",01.12.2022,27.04.2023,36,1000,1.0,Centralno,Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Jednosoban stan Kvadratura: 36 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 1 Broj kupatila: 1 Spratnost: 1,"Stan smesten u najuzem centru grada, na par minuta hoda do pesacke zone Knez Mihajlove ulice. Nalazi se u zgradi sa liftom, a smesten je na prvom spratu. Cine ga antre odakle se ulazi u jednu prostoriju u kojoj se nalazi kancelarijski sto, a u ovom delu postoji galerija na nivou iznad gde se nalazi sofa na rasklapanje. Stan poseduje i kupatilo sa tus kabinom. Moze se koristiti kombinovano i za kancelarijski i za stambeni prostor.","Srbija, Grad Beograd, Beograd, Centar (uzi)"
1867612,2023-08-09,"#14320, Izdavanje, Stan, DjERAM PIJACA, 980 EUR",20.12.2018,27.04.2023,55,980,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 55 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 2,"Vrlo prometna lokacija, neposredna blizina Djeram pijace. Poslovno okruzenje. Stan je u predratnoj zgradi sa sredjenom fasadom. Dvostrano je orijentisan, svetao i moderan. Kompletno renoviran enterijer, djakuzi u kupatilu, pvc stolarija, nova keramika, gipsani radovi. Opremljen novim namestajem.","Srbija, Grad Beograd, Beograd, Bulevar Kr. Aleksandra"
Nk9iTRFNUcJ,2023-08-09,"#30953, Izdavanje, Stan, KRUNSKA, 1200 EUR",29.11.2019,27.04.2023,100,1200,3.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 100 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Broj kupatila: 2 Spratnost: 1,"Starija zgrada u prometnoj ulici u poslovnom okruzenju. Neposredna blizina parka. Renoviran ulaz u zgradu i sredjena fasada. Stan je prostran i funkcionalan, dvostrano orijentisan. Enterijer renoviran, moderan i svetao sa pogledom an Crkvu Sv. Marka. Opremljen je novim namestajem, a moze biti i prazan, klimatizovan.","Srbija, Grad Beograd, Beograd, Vracar (Centar)"
1867479,2023-08-09,"#35303, Izdavanje, Stan, DORCOL, 1500 EUR",20.12.2018,11.05.2023,104,1500,4.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 104 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 4 Broj kupatila: 1 Spratnost: 3,"Odlican stan, smesten u samom srcu Beograda, na par minuta hoda od pesacke zone Knez Mihailove ulice. Idalna polazna lokacija za istrazivanje i obilazak grada. Na raspolaganju su brojni kafici, restorani, ustanove kulture, prodavnice. Zgrada je starija, dobro odrzavana. Stan je smesten na trecem spratu, orijentisan dvostrano i vrlo svetao. Cine ga veliki dnevni boravak povezan sa trpezarijom, dve spavace sobe, zasebna kuhinja, kupatilo sa kadom i dve terase. Enterijer je renoviran i opremljen modernim italijanskim namestajem. Dobar raspored prostorija cini da stan deluje prostrano i udobno, puno dnevnog svetla, cemu doprinosi i svetao namestaj. U dvoristu iza zgrade je moguce parkirati jedno vozilo ali parking nije obelezen.","Srbija, Grad Beograd, Beograd, Centar (uzi)"
Nkr1EccVpTg,2023-08-09,"*35884, Izdavanje, Stan, KNEZ MIHAILOVA, 1500 EUR",01.12.2022,27.04.2023,65,1500,3.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 65 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 3 Broj kupatila: 1 Spratnost: 4,"Moderan, kompletno renoviran stan, smesten u samom centru grada, na svega 50 m od Knez Mihailove ulice. Zgrada je u dobrom stanju, gradjena 50-tih godina i ima lift. Strukturu stana cini manji ulazni hodnik, dnevna soba sa otvorenom kuhinjom i trpezarijom i vrlo mala terasa. Spavaci blok cine jedna veca i jedna manja spavaca soba, kupatilo sa tus kabinom i komforna terasa. Stan je svetao i dvostrano orijentisan. Funkcionalno organizovan i kompletno opremljen u modernom stilu, oplemenjen detaljima. U trpezariji je smesten sto za 4 osobe, dok je kuhinja u sanku, opremljena svom belom tehnikom. Stan je idealan za samce ili parove, zaposlene ljude.","Srbija, Grad Beograd, Beograd, Centar (uzi)"
NkIeRSKyo83,2023-08-09,"#42265, Izdavanje, Stan, CENTAR, 1250 EUR",21.01.2021,27.04.2023,65,1250,2.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 65 m² Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 2,"Odlican stan smesten u predratnoj zgradi, smesten na prometnoj lokaciji u blizini Ekonomskog fakulteta, Karadjordjeve ulice i Brankovog mosta. Ovaj deo grada odlicno je povezan sa drugim delovima grada, posebno javnim prevozom. Stan se nalazi na drugom spratu zgrade bez lifta. Sastoji se iz dnevnog boravka, spavace sobe, kupatila sa kadom, kuhinje i zastakljene terase. Kuhinja je u potpunosti opremljena i ima izlaz na terasu sa garniturom za sedenje. Prostor je opremljen modernim namestajem i interesantnim detaljima. Uredan je, svetao i pogodan za stanovanje jedne osobe ili para.","Srbija, Grad Beograd, Beograd, Centar (uzi)"
