id_property,date_scrape,property_name,date_post,date_update,area_m2,price_eur,rooms,heating,parking,furniture,details,description,location
Nk-YAxLLaGg,2023-08-09,Izdavanje stana,14.07.2023,18.07.2023,57,500,2.5,Etazno,Ne,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 57 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Opremljenost nekretnine: Namesten sa uredjajima Pozicija: Centar Ukupan broj soba: 2.5 Broj kupatila: 1 Spratnost: 4 Ukupan broj spratova: 5,"Izdajem dvoiposoban stan na Karaburmi,ima dve sobe,kuhinju sa dnevnim boravkom,kupatilo,hodnik i terasu,sa svim neophodnim aparatima plocu za kuvanje ,rernu,sudomasinu,vesmasinu,klimu,frizider sa zamrzivacem,tv,norveski radiatori.kontakt telefon 063415384","Srbija, Grad Beograd, Beograd, Karaburma, Husinskih Rudara"
NkNp6HZRimt,2023-08-09,"Izuzetan, 2.0 stan sa garazom, Internacionalnih brigada",14.07.2023,03.08.2023,55,1000,2.0,Centralno,Da,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 55 m² Opremljenost nekretnine: Namesten sa uredjajima Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 4 Ukupan broj spratova: 6,"Predmetna nepokretnost je odlicnog rasporeda i funkcionalnosti. Sastoji se iz dnevne sobe sa trpezarijom iz koje se izlazi na komotnu terasu sa lepim pogledom na Hram Svetog Save. Ova terasa je prilagodljiva i moze se zatvoriti ili otvoriti prema zelji. Takodje, spavaca soba ima direktni izlaz na terasu, sto omogucava uzivanje u svezem vazduhu i prirodnom osvetljenju. Kuhinja je potpuno opremljena svim neophodnim elementima i modernom belom tehnikom. Ona je odvojena od ostalih prostorija, sto omogucava spremanje hrane bez sirenja mirisa, a takodje ima prirodnu ventilaciju koja odrzava svezinu prostora. Kupatilo je opremljeno ves masinom i modernim sanitarijama, pruzajuci udobnost i prakticnost.","Srbija, Grad Beograd, Beograd, Vracar (Hram), Internacionalnih brigada"
Nk7SJlc7qXf,2023-08-09,Novogradnja Stan Zeleznik dvosoban potpuno namesten,14.07.2023,21.07.2023,30,250,2.0,-,Ne,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 30 m² Stanje nekretnine: Novogradnja Opremljenost nekretnine: Namesten sa uredjajima Ukupan broj soba: 2,"Pusenje i kucni ljubimci NISU dozvoljeni u stanu, izdajemo iskljucivo STALNO ZAPOSLENOJ osobi , nepusacu, na period ne kraci od godinu dana (uz ugovornu obavezu). Depozit obavezan u visini mesecne zakupnine.","Srbija, Grad Beograd, Beograd, Zeleznik, Vuka Karadzica"
NkUj2aPibru,2023-08-09,Salonski stan u pesackoj zoni  ID 12704-1,14.07.2023,14.07.2023,125,1100,4.0,"Klima,",Ne,Nenamesten,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 125 m² Stanje nekretnine: Standardna gradnja Opremljenost nekretnine: Nenamesten Ukupan broj soba: 4 Broj kupatila: 2 Spratnost: 3,Agencijska provizija je u skladu sa opstim uslovima poslovanja,"Srbija, Grad Beograd, Beograd, Knez Mihajlova ( centar )"
NkYte6fUofw,2023-08-09,Stan u kuci pogodan i kao poslovni prostor,14.07.2023,14.07.2023,150,800,4.0,Etazno,Da,Nenamesten,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 150 m² Uknjizeno: Da Opremljenost nekretnine: Nenamesten Pozicija: Stambeno naselje Ukupan broj soba: 4 Broj kupatila: 1 Spratnost: 1 Ukupan broj spratova: 1,Ag.prov. 50% od prve dogovorene mesecne kirije.,"Srbija, Grad Beograd, Beograd, Zemun (Gornji grad), Zadrugarska"
Nkju8hkQLCW,2023-08-09,"Novi Beograd, Blok 67a, A blok, Jurija Gagarina, 3.0, 73m2, 1700 EUR",19.06.2020,09.08.2023,73,1700,3.0,Centralno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 73 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Ukupan broj soba: 3 Spratnost: 5 Ukupan brој spratova: 12,"Lepo sredjen, kompletno namesten stan u IV fazi luksuznog naselja A blok, komforan, dve odvojene spavace sobe, kupatilo i toalet, garazno mesto uracunato u cenu, grejanje fan coil, prostrana terasa, odlican. Agencijska provizija se placa u iznosi od 50% + PDV dogovorene jednomesecne zakupnine za period zakupa u trajanju do 12 meseci GREJANJE - CG, sprat 5/12, LIFT, TERASA, GARAZA, PARKING, NOVOGRADNJA, INTERFON, VIDEO NADZOR ID oglasa: 14361.","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 67a, Jurija Gagarina"
NkUQWumt6ar,2023-08-09,"BWF, 2.0, prazan ili namesten, nov",05.07.2023,09.08.2023,50,950,2.0,"Klima,",Ne,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 50 m² Uknjizeno: Da Godina izgradnje: 2023 Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 2,"Mikrolokacija: Beograd na vodi je novo gradsko jezgro  na jedinstvenoj lokaciji uz obalu reke Save, koje stvara novi gravitacioni centar savremenog zivota prestonice. Stambena zgrada Simfonija nalazi se u drugom redu od obale Save, a okruzuju je  W Residences sa hotelskim i rezidencijalnim prostorom, novi Savski most i zgrada Metropoliten sa svojim kosmopolitskim stilom. Udaljena je samo nekoliko minuta hoda od obale Save i Savske promenade, Kule Beograd i TC Galerija. Zgrada je realizovana na konceptu jednostavnog i lagodnog zivota u savremenom okruzenju sa obiljem sadrzaja. Stanari zgrade imaju lak, bezbedan i direktan pristup podzemnoj garazi sa parkiralistem. Objekat poseduje celodnevno obezbedjenje, uredjeni otvoreni prostor sa decijim igralistem, a svaki stan ima pojedinacnu namensku skladisnu prostoriju.  Stan je pozicioniran na idealnom drugom spratu i ima terasu sa balkonskim prozorima i vratima od poda do plafona, sto zajedno sa visinom plafona od 2,8 m stvara osecaj prostranstava i sirine. Ulazna vrata su sigurnosna sa protivprovalnom bravom, metalnom konstrukcijom i zavrsnom obradom od medijapana. Na podu dnevnog boravka, trpezarije i spavacih soba nalazi se viseslojni drveni parket. Kuhinja je opremljena kuhinjskim elementima napravljenim od kompozitnih materijala, a kupatilo je opremljeno ugradjenim umivaonikom tus kabinom i sanitarnom opremom renomiranih proizvodjaca. U kuhinji i kupatilu je granitna keramika visokog kvaliteta. Stan ima multi-split sistem klimatizacije. Grejanje je centralno, sa kalorimetrima. Po potrebi, kuhinja moze biti opremljena tehnickim uredjajima, a stan namesten. Pogodan je kako za stanovanje, tako i za poslovni prostor.  Menadzer zakupa Olivera Milivojevic. Agencijska provizija 50% od mesecne zakupnine.     Microlocation: Belgrade  Waterfront is a new city core   in a unique location along the banks of the Sava River, which creates a new center of gravity for the capital's contemporary life. The Simfonija residential building is located in the second row from the Sava bank, and is surrounded by W Residences with hotel and residential space, the new Sava bridge and the Metropolitan building with its cosmopolitan style. It is only a few minutes' walk away from the banks of the Sava and the Sava Promenade, Belgrade Tower and TC Gallery. Building  was realized on the concept of a simple and comfortable life in a modern environment with plenty of contents. Tenants of the building have easy, safe and direct access to the underground garage with parking. The facility has round-the-clock security, a well-kept outdoor area with a children's playground, and each apartment has a separate dedicated storage room.  The apartment is positioned on the ideal second floor and has a terrace with balcony windows and floor-to-ceiling doors, which together with the ceiling height of 2.8 m creates a feeling of spaciousness and width. The entrance door is a security one with an anti-burglary lock, a metal construction and a MDF finish. On the floor of the living room, dining room and bedrooms there is a multi-layer wooden parquet. The kitchen is equipped with kitchen elements made of composite materials, and the bathroom is equipped with a built-in sink, shower cabin and sanitary equipment of renowned manufacturers. The kitchen and bathroom have high-quality granite ceramics. The apartment has a multi-split air conditioning system. The heating is central, with calorimeters. If necessary, the kitchen can be equipped with technical devices, and the apartment furnished. It is suitable for both residential and commercial premises.  Lease manager Olivera Milivojevic. Agency commission 50% of the monthly rent.","Srbija, Grad Beograd, Beograd, Beograd na vodi, Hercegovacka"
NkA12p3giY8,2023-08-09,Stan na Novom Beogradu,13.07.2023,23.07.2023,51,650,2.0,Centralno,Ne,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Jednosoban stan Kvadratura: 51 m² Stanje nekretnine: Kompletna rekonstrukcija Opremljenost nekretnine: Namesten sa uredjajima Pozicija: Mirna lokacija Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: Prizemlje Ukupan broj spratova: 7,"Stan na Novom Beogradu u Dr Ivana Ribara izdajem. Zgrada je druga od reke Save (200m) kod okretnice autobusa(150m) i tramvaja (100m) za sve delove grada.  Tu je Savsko setaliste kao i drugi parkovi i fudbalski/kosarkaski i teniski tereni, mnostvo splavova i Ada medjica i sa druge strane Save Ada Ciganlija ( na obe se moze ici camcem), parkinga ima i ne placa se. Pijaca se nalazi na 1500 m, Trzni centar Piramida na 2 km, Delta na 3 km, Centar na 6 km. Stan se nalazi u prizemlju sedmospratnice, zgrada ima lift. Do stana nema ni jedan stepenik pa je pogodan i za invalidska kolica a i kad se tegle stvari sa pijace :) Stan se izdaje namesten ali mozemo se dogovoriti oko detalja. Stan ima hodnik iz kog se ulazi u kupatilo i dnevnu sobu, kuhinju i odvojenu spavacu sobu. Stan je kompletno renoviran 2019 godine.  Kupatilo- Masina za pranje i susenje vesa 9kg, protocni bojler, bide, wc solja sa slow zatvaranjem poklopca, 3 built in fioke, umivaonik, iza ogledala koje se otvara je skrivena duboka komoda sa staklenim policama, jacuzzi i samponjera. Hodnik- cipelarnik , sigurnosna vrata i interfon Dnevni boravak- built in orman sa slajdetima, radni sto, ugaona garnitura, stocic, trpezarijski sto sa stolicama, dva velika prozora sa roletnama i komarnicima koji pustaju dosta dnevnog svetla.  Kuhinja- frizider sa zamrzivacem, rerna sa samociscenjem, duboka sudopera, masina za pranje sudova(necujna), ploca za kuvanje i dosta prostora za odlaganje.  Spavaca soba-  Krevet 220x 160 cm, dva ormana pravljena po meri, policu iznad kreveta koja ima ugradjeno svetlo i daljinski.  Pored svega navedenog, stan ima centralno grejanje, MTS opticki internet i TV Iris koji su jos 17 meseci po 1 din.  Kucni ljubimci jesu dozvoljeni i dobrodosli. Zvati posle 17h","Srbija, Grad Beograd, Beograd, Novi Beograd, Dr Ivana Ribara"
NklvOWcV3YD,2023-08-09,Troiposoban namesten stan Karaburma,30.04.2023,07.08.2023,72,500,3.5,TA,Ne,Standardno namesten,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 72 m² Uknjizeno: Da Stanje nekretnine: Delimicna rekonstrukcija Opremljenost nekretnine: Standardno namesten Pozicija: Mirna lokacija Ukupan broj soba: 3.5 Broj kupatila: 1 Spratnost: 1 Ukupan broj spratova: 2,Potreban depozit 600 eur.Strancima 700 eur. Placanje mesecno do 12. u mesecu za tekuci mesec. Izdaje se na minimum 1 godinu.,"Srbija, Grad Beograd, Beograd, Karaburma, Jelenka Mihajlovica"
NkyLY8JdwWs,2023-08-09,"ZEMUN-NOVI GRAD-SEVINA, 44M2, II, EG,",13.07.2023,09.08.2023,44,600,2.0,Ostalo,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 44 m² Stanje nekretnine: Novogradnja Ukupan broj soba: 2 Spratnost: 2 Ukupan brој spratova: 3,"Sevina, 2/3, eg,-Komforan, svetao stan u novoizgradjenom kompleksu u Sevinoj ulici. Lux je opremljen i odmah useljiv. Uz stan se izdaje i parking mesto koje je ukljuceno u cenu. Niski rezijski troskovi. Agencijska provizija 50% jedne mesecne zakupnine Hodnik, dnevni boravak, spavaca soba, kuhinja, kupatilo.- www.gigant.rs - Oznaka na mapi pokazuje pribliznu lokaciju nekretnine ali ne I tacnu adresu","Srbija, Grad Beograd, Beograd, Zemun (Novi Grad), SEVINA"
NkCh4dCqlwx,2023-08-09,Izdaje se jednosoban stan na Vozdovcu 300 eura,13.07.2023,13.07.2023,40,300,2.0,TA,Ne,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Jednosoban stan Kvadratura: 40 m² Uknjizeno: Da Stanje nekretnine: Kompletna rekonstrukcija Opremljenost nekretnine: Namesten sa uredjajima Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: Prizemlje Ukupan broj spratova: 1,Vlasnik izdaje  jednosoban stan za jednu osobu.Prednost imaju studenti. Stan se sastoji od dvije sobe i kupatila. Stan je kompletno namesten. Zvati na broj 063 1666 560. Na poruke ne odgovaram.,"Srbija, Grad Beograd, Beograd, Vozdovac"
NkchGkphnxd,2023-08-09,"Beograd na vodi, 3.5 Parkview, garaza, id 4585",13.07.2023,13.07.2023,90,1600,4.0,Centralno,Da,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 90 m² Stanje nekretnine: Novogradnja Opremljenost nekretnine: Namesten sa uredjajima Ukupan broj soba: 4 Broj kupatila: 2 Spratnost: 8 Ukupan broj spratova: 22,Luksuzno opremljen stan sa tri spavace sobe u zgradi Parkview kompleksa Beograd na vodi. Dogovor oko opremanja spavacih soba. Agencijska provizija 50%.,"Srbija, Grad Beograd, Beograd, Beograd na vodi"
NknRb9KMTsV,2023-08-09,Izdajem dvosoban namesten stan u Zarkovu,12.09.2022,25.07.2023,65,450,2.0,Etazno,Ne,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 65 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Opremljenost nekretnine: Namesten sa uredjajima Pozicija: Stambeno naselje Ukupan broj soba: 2 Broj kupatila: 1 Spratnost: 2 Ukupan broj spratova: 2,Srdjan,"Srbija, Grad Beograd, Beograd, Suncana padina"
Nk-jEV0oT8Y,2023-08-09,Izdajem stan na vozdovcu,13.07.2023,13.07.2023,100,500,3.0,Centralno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 100 m² Uknjizeno: Da Stanje nekretnine: Novogradnja Pozicija: Periferija Ukupan broj soba: 3 Broj kupatila: 1 Spratnost: 1 Ukupan broj spratova: 2,Izdajem stan u Kumodrazu. U blizini okretnica autobusa 33. Mirna i lepa ulica. Stan je namesten,"Srbija, Grad Beograd, Beograd, Kumodraz I, Ubska 18"
NkBUHUAwf7J,2023-08-09,"Stari Merkator, Bul. Mihaila Pupina",13.07.2023,09.08.2023,62,750,2.0,Centralno,Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Dvosoban stan Kvadratura: 62 m² Uknjizeno: Da Stanje nekretnine: Standardna gradnja Ukupan broj soba: 2 Spratnost: 3 Ukupan brој spratova: 9,"Na odlicnoj lokaciji, lep, namesten, osvetljen, dvosoban stan. Sastoji se od komfornog dnevnog boravka, spavace sobe, kuhinje sa trpezarijom, kupatila, lepe terase i ostave. Nalazi se u blizini TC Usce, odlicna povezanost sa centrom grada, autoputem i poslovnim centrima. Obavezan depozit u visini jedne mesecne rente. Prostorije: ulazni hodnik, dnevni boravak, kuhinja sa trpezarijom, spavaca soba, kupatilo, terasa. Agencijska provizija u skladu sa opstim uslovima poslovanja preduzeca","Srbija, Grad Beograd, Beograd, Novi Beograd Blok 30 (B92), Bulevar Mihaila Pupina"
Nk9GTlspJ3s,2023-08-09,"Renoviran stan, TC Stadion Vozdovac",13.07.2023,13.07.2023,25,330,1.0,Klima,Ne,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Garsonjera Kvadratura: 25 m² Stanje nekretnine: Standardna gradnja Opremljenost nekretnine: Iznad standarda Ukupan broj soba: 1 Broj kupatila: 1 Spratnost: Visoko prizemlje Ukupan broj spratova: 4,"Predivna garsonjera sa najlepsim pogledom na park, ususkana a opet u centru svih desavanja, na 5 minuta setnje supermarketi, trzni centar, apoteke, dom zdravlja, skole, supermarket Aman na 20min. Busevi 26, 25, 50, 18, 39, odlicno povezano sa gradom. Kraj je divan i miran. Kompletno je opremljena, sa svom tehnikom, ves masina, masina za sudove, nov frizider sa ledarom, klima uredjaj. Racuni su jako niski, stan je ususkan i odlicno se greje na klimu. Veliki parking ispred zgrade sa dovoljno mesta. Stan je na visokom prizemlju, visine prvog sprata.","Srbija, Grad Beograd, Beograd, Vozdovac, Piva Karamatijevica"
NkiluScxH7c,2023-08-09,"Luksuzan stan na Vozdovcu u blizini stambenog naselja ""Vozdove kapije""",13.07.2023,25.07.2023,80,1700,4.0,"Etazno,",Da,Iznad standarda,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Cetvorosoban stan Kvadratura: 80 m² Stanje nekretnine: Novogradnja Opremljenost nekretnine: Iznad standarda Pozicija: Mirna lokacija Ukupan broj soba: 4 Broj kupatila: 2 Spratnost: Visoko prizemlje Ukupan broj spratova: 3,"Polozaj stana je visoko prizemlje sa dve terase od kojih se na jednu izlazi iz dnevne sobe, a na drugu iz spavaće sobe.","Srbija, Grad Beograd, Beograd, Vozdovac, Milice Milojkovic"
NkjOSWlhZD6,2023-08-09,"Stan 33km,2.sprat,zgrada,EG,Knezevac-Rakovica,260eur,vlasnik",13.07.2023,17.07.2023,33,250,1.0,Etazno,Ne,Namesten sa uredjajima,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Garsonjera Kvadratura: 33 m² Stanje nekretnine: Novogradnja Opremljenost nekretnine: Namesten sa uredjajima Pozicija: Stambeno naselje Ukupan broj soba: 1 Broj kupatila: 1 Spratnost: 2 Ukupan broj spratova: 5,"Izdajem stan od 33km,2.sprat u stambenoj zgradi.Potpuno namesten.EG.Depozit je 260eur. Useljiv je od 01.08.2023g.Vlasnik.Ugovor na godinu dana.","Srbija, Grad Beograd, Beograd, Knezevac, Dimitrija Konjocica 24"
NkyK6ssyyPc,2023-08-09,Garsonjera na Kosutnjaku sa lepim pogledom,13.07.2023,17.07.2023,45,395,1.0,"Centralno,",Ne,Standardno namesten,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Garsonjera Kvadratura: 45 m² Uknjizeno: Da Stanje nekretnine: Zavrsena izgradnja Opremljenost nekretnine: Standardno namesten Pozicija: Mirna lokacija Ukupan broj soba: 1 Broj kupatila: 1 Spratnost: 4 Ukupan broj spratova: 4,"Rezidencijalni deo Kosutnjaka, sa obiljem zelenila i mnostvom kuca, nadomak Filmskog Grada i komercijalno-usluzne zone. Odlicna pozicija, povucena od gradske vreve, a u blizini stajalista javnog prevoza i sa lakom dostupnoscu auto-putu Milos Veliki, auto putu Beograd-Nis, kao i mostu na Adi pruzaju pun zivotni i radni komfor. Izuzetno bezbedna zona Diplomatske kolonije. Stan se nalazi unutar manje cetvoroetazne zgrade sa sredjenim kupatilom i vosokotehnoloskim ugradnim uredjajima u kuhinji. Centralno grejanje, klimatizovan sa dve terase dvostrane orjentacije; jedna koja gleda na Kosutnjak i druga koja gleda na manji park i sa koje se pruza pogled na prostranstvo i ostale delove Beograda. Stan je kompletno instalaciono i enterijerski adaptiran, nov, luksuzan i polunamesten. Objekat je opremljen i optickim i koaksijalnim kablovima u svim prostorijama tako da svoj internet, telefonski i TV paket mozete lako prebaciti kod bilo kog provajdera. Parking na trotoaru je besplatan i uvek dostupan.","Srbija, Grad Beograd, Beograd, Banovo brdo, Zimonjiceva"
NkM2GwsjLxv,2023-08-09,"Dedinje, lux namesten stan, 3. 0 , garaza!, Baje Pivljanina",13.07.2023,09.08.2023,105,1200,3.0,"Klima,",Da,-,Podaci o nekretnini Transakcija: Izdavanje Kategorija: Trosoban stan Kvadratura: 105 m² Stanje nekretnine: Novogradnja Ukupan broj soba: 3 Spratnost: 2 Ukupan brој spratova: 4,"Luxury 2 bedroom apartment at Dedinje, close to Beli Dvor, modern, well maintained,  fully equipped with 2 terraces and large garage , 2 bathrooms,  new building, ideal for business person, diplomat, foreign company, family.  Novogradnja-lux, izuzetan stan sa 2 spavace sobe, 2 kupatila,  veoma komforan i udoban za zivot, sa 2 terase, garazom dovoljno velikom za svaki auto. Savremeno i kompletno opremljen, za svaku preporuku, zakup na duzi rok, pogodan za poslovnu osobu sa porodicom, diplomatu, strane drzavljane.. Agencijska provizija 50% D130513 R-ID: #3329","Srbija, Grad Beograd, Beograd, Dedinje (Beli dvor), Baje Pivljanina"
